"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"NN_Conv2d_427","NN_Conv2d_427"
"NN_Conv2d_428","NN_Conv2d_428"
"NN_Conv2d_429","NN_Conv2d_429"
"NN_Conv2d_430","NN_Conv2d_430"
"NN_Conv2d_431","NN_Conv2d_431"
"","LAYER_features_dense_2_4_bn2"
"NN_BatchNorm2d_432","NN_BatchNorm2d_432"
"NN_BatchNorm2d_433","NN_BatchNorm2d_433"
"NN_BatchNorm2d_434","NN_BatchNorm2d_434"
"NN_BatchNorm2d_435","NN_BatchNorm2d_435"
"NN_BatchNorm2d_436","NN_BatchNorm2d_436"
"NN_BatchNorm2d_437","NN_BatchNorm2d_437"
"NN_BatchNorm2d_438","NN_BatchNorm2d_438"
"NN_BatchNorm2d_439","NN_BatchNorm2d_439"
"NN_BatchNorm2d_440","NN_BatchNorm2d_440"
"Functional_relu_47","Functional_relu_47"
"","LAYER_features_dense_2_4_conv2"
"NN_Conv2d_432","NN_Conv2d_432"
"NN_Conv2d_433","NN_Conv2d_433"
"NN_Conv2d_434","NN_Conv2d_434"
"NN_Conv2d_435","NN_Conv2d_435"
"NN_Conv2d_436","NN_Conv2d_436"
"NN_Conv2d_437","NN_Conv2d_437"
"NN_Conv2d_438","NN_Conv2d_438"
"NN_Conv2d_439","NN_Conv2d_439"
"NN_Conv2d_440","NN_Conv2d_440"
"Functional_concat_22","Torch_cat_22
LAYER_features_dense_2_4
LAYER_features_dense_2_5_bn1"
"NN_BatchNorm2d_441","NN_BatchNorm2d_441"
"NN_BatchNorm2d_442","NN_BatchNorm2d_442"
"NN_BatchNorm2d_443","NN_BatchNorm2d_443"
"NN_BatchNorm2d_444","NN_BatchNorm2d_444"
"NN_BatchNorm2d_445","NN_BatchNorm2d_445"
"NN_BatchNorm2d_446","NN_BatchNorm2d_446"
"NN_BatchNorm2d_447","NN_BatchNorm2d_447"
"NN_BatchNorm2d_448","NN_BatchNorm2d_448"
"NN_BatchNorm2d_449","NN_BatchNorm2d_449"
"Functional_relu_48","Functional_relu_48"
"","LAYER_features_dense_2_5_conv1"
"NN_Conv2d_441","NN_Conv2d_441"
"NN_Conv2d_442","NN_Conv2d_442"
"NN_Conv2d_443","NN_Conv2d_443"
"NN_Conv2d_444","NN_Conv2d_444"
"NN_Conv2d_445","NN_Conv2d_445"
"NN_Conv2d_446","NN_Conv2d_446"
"NN_Conv2d_447","NN_Conv2d_447"
"NN_Conv2d_448","NN_Conv2d_448"
"NN_Conv2d_449","NN_Conv2d_449"
"","LAYER_features_dense_2_5_bn2"
"NN_BatchNorm2d_450","NN_BatchNorm2d_450"
"NN_BatchNorm2d_451","NN_BatchNorm2d_451"
"NN_BatchNorm2d_452","NN_BatchNorm2d_452"
"NN_BatchNorm2d_453","NN_BatchNorm2d_453"
"NN_BatchNorm2d_454","NN_BatchNorm2d_454"
"NN_BatchNorm2d_455","NN_BatchNorm2d_455"
"NN_BatchNorm2d_456","NN_BatchNorm2d_456"
"NN_BatchNorm2d_457","NN_BatchNorm2d_457"
"NN_BatchNorm2d_458","NN_BatchNorm2d_458"
"Functional_relu_49","Functional_relu_49"
"","LAYER_features_dense_2_5_conv2"
"NN_Conv2d_450","NN_Conv2d_450"
"NN_Conv2d_451","NN_Conv2d_451"
"NN_Conv2d_452","NN_Conv2d_452"
"NN_Conv2d_453","NN_Conv2d_453"
"NN_Conv2d_454","NN_Conv2d_454"
"NN_Conv2d_455","NN_Conv2d_455"
"NN_Conv2d_456","NN_Conv2d_456"
"NN_Conv2d_457","NN_Conv2d_457"
"NN_Conv2d_458","NN_Conv2d_458"
"Functional_concat_23","Torch_cat_23
LAYER_features_dense_2_5
LAYER_features_dense_2_6_bn1"
"NN_BatchNorm2d_459","NN_BatchNorm2d_459"
"NN_BatchNorm2d_460","NN_BatchNorm2d_460"
"NN_BatchNorm2d_461","NN_BatchNorm2d_461"
"NN_BatchNorm2d_462","NN_BatchNorm2d_462"
"NN_BatchNorm2d_463","NN_BatchNorm2d_463"
"NN_BatchNorm2d_464","NN_BatchNorm2d_464"
"NN_BatchNorm2d_465","NN_BatchNorm2d_465"
"NN_BatchNorm2d_466","NN_BatchNorm2d_466"
"NN_BatchNorm2d_467","NN_BatchNorm2d_467"
"Functional_relu_50","Functional_relu_50"
"","LAYER_features_dense_2_6_conv1"
"NN_Conv2d_459","NN_Conv2d_459"
"NN_Conv2d_460","NN_Conv2d_460"
"NN_Conv2d_461","NN_Conv2d_461"
"NN_Conv2d_462","NN_Conv2d_462"
"NN_Conv2d_463","NN_Conv2d_463"
"NN_Conv2d_464","NN_Conv2d_464"
"NN_Conv2d_465","NN_Conv2d_465"
"NN_Conv2d_466","NN_Conv2d_466"
"NN_Conv2d_467","NN_Conv2d_467"
"","LAYER_features_dense_2_6_bn2"
"NN_BatchNorm2d_468","NN_BatchNorm2d_468"
"NN_BatchNorm2d_469","NN_BatchNorm2d_469"
"NN_BatchNorm2d_470","NN_BatchNorm2d_470"
"NN_BatchNorm2d_471","NN_BatchNorm2d_471"
"NN_BatchNorm2d_472","NN_BatchNorm2d_472"
"NN_BatchNorm2d_473","NN_BatchNorm2d_473"
"NN_BatchNorm2d_474","NN_BatchNorm2d_474"
"NN_BatchNorm2d_475","NN_BatchNorm2d_475"
"NN_BatchNorm2d_476","NN_BatchNorm2d_476"
"Functional_relu_51","Functional_relu_51"
"","LAYER_features_dense_2_6_conv2"
"NN_Conv2d_468","NN_Conv2d_468"
"NN_Conv2d_469","NN_Conv2d_469"
"NN_Conv2d_470","NN_Conv2d_470"
"NN_Conv2d_471","NN_Conv2d_471"
"NN_Conv2d_472","NN_Conv2d_472"
"NN_Conv2d_473","NN_Conv2d_473"
"NN_Conv2d_474","NN_Conv2d_474"
"NN_Conv2d_475","NN_Conv2d_475"
"NN_Conv2d_476","NN_Conv2d_476"
"Functional_concat_24","Torch_cat_24
LAYER_features_dense_2_6
LAYER_features_dense_2_7_bn1"
"NN_BatchNorm2d_477","NN_BatchNorm2d_477"
"NN_BatchNorm2d_478","NN_BatchNorm2d_478"
"NN_BatchNorm2d_479","NN_BatchNorm2d_479"
"NN_BatchNorm2d_480","NN_BatchNorm2d_480"
"NN_BatchNorm2d_481","NN_BatchNorm2d_481"
"NN_BatchNorm2d_482","NN_BatchNorm2d_482"
"NN_BatchNorm2d_483","NN_BatchNorm2d_483"
"NN_BatchNorm2d_484","NN_BatchNorm2d_484"
"NN_BatchNorm2d_485","NN_BatchNorm2d_485"
"Functional_relu_52","Functional_relu_52"
"","LAYER_features_dense_2_7_conv1"
"NN_Conv2d_477","NN_Conv2d_477"
"NN_Conv2d_478","NN_Conv2d_478"
"NN_Conv2d_479","NN_Conv2d_479"
"NN_Conv2d_480","NN_Conv2d_480"
"NN_Conv2d_481","NN_Conv2d_481"
"NN_Conv2d_482","NN_Conv2d_482"
"NN_Conv2d_483","NN_Conv2d_483"
"NN_Conv2d_484","NN_Conv2d_484"
"NN_Conv2d_485","NN_Conv2d_485"
"","LAYER_features_dense_2_7_bn2"
"NN_BatchNorm2d_486","NN_BatchNorm2d_486"
"NN_BatchNorm2d_487","NN_BatchNorm2d_487"
"NN_BatchNorm2d_488","NN_BatchNorm2d_488"
"NN_BatchNorm2d_489","NN_BatchNorm2d_489"
"NN_BatchNorm2d_490","NN_BatchNorm2d_490"
"NN_BatchNorm2d_491","NN_BatchNorm2d_491"
"NN_BatchNorm2d_492","NN_BatchNorm2d_492"
"NN_BatchNorm2d_493","NN_BatchNorm2d_493"
"NN_BatchNorm2d_494","NN_BatchNorm2d_494"
"Functional_relu_53","Functional_relu_53"
"","LAYER_features_dense_2_7_conv2"
"NN_Conv2d_486","NN_Conv2d_486"
"NN_Conv2d_487","NN_Conv2d_487"
"NN_Conv2d_488","NN_Conv2d_488"
"NN_Conv2d_489","NN_Conv2d_489"
"NN_Conv2d_490","NN_Conv2d_490"
"NN_Conv2d_491","NN_Conv2d_491"
"NN_Conv2d_492","NN_Conv2d_492"
"NN_Conv2d_493","NN_Conv2d_493"
"NN_Conv2d_494","NN_Conv2d_494"
"Functional_concat_25","Torch_cat_25
LAYER_features_dense_2_7
LAYER_features_dense_2_8_bn1"
"NN_BatchNorm2d_495","NN_BatchNorm2d_495"
"NN_BatchNorm2d_496","NN_BatchNorm2d_496"
"NN_BatchNorm2d_497","NN_BatchNorm2d_497"
"NN_BatchNorm2d_498","NN_BatchNorm2d_498"
"NN_BatchNorm2d_499","NN_BatchNorm2d_499"
"NN_BatchNorm2d_500","NN_BatchNorm2d_500"
"NN_BatchNorm2d_501","NN_BatchNorm2d_501"
"NN_BatchNorm2d_502","NN_BatchNorm2d_502"
"NN_BatchNorm2d_503","NN_BatchNorm2d_503"
"Functional_relu_54","Functional_relu_54"
"","LAYER_features_dense_2_8_conv1"
"NN_Conv2d_495","NN_Conv2d_495"
"NN_Conv2d_496","NN_Conv2d_496"
"NN_Conv2d_497","NN_Conv2d_497"
"NN_Conv2d_498","NN_Conv2d_498"
"NN_Conv2d_499","NN_Conv2d_499"
"NN_Conv2d_500","NN_Conv2d_500"
"NN_Conv2d_501","NN_Conv2d_501"
"NN_Conv2d_502","NN_Conv2d_502"
"NN_Conv2d_503","NN_Conv2d_503"
"","LAYER_features_dense_2_8_bn2"
"NN_BatchNorm2d_504","NN_BatchNorm2d_504"
"NN_BatchNorm2d_505","NN_BatchNorm2d_505"
"NN_BatchNorm2d_506","NN_BatchNorm2d_506"
"NN_BatchNorm2d_507","NN_BatchNorm2d_507"
"NN_BatchNorm2d_508","NN_BatchNorm2d_508"
"NN_BatchNorm2d_509","NN_BatchNorm2d_509"
"NN_BatchNorm2d_510","NN_BatchNorm2d_510"
"NN_BatchNorm2d_511","NN_BatchNorm2d_511"
"NN_BatchNorm2d_512","NN_BatchNorm2d_512"
"Functional_relu_55","Functional_relu_55"
"","LAYER_features_dense_2_8_conv2"
"NN_Conv2d_504","NN_Conv2d_504"
"NN_Conv2d_505","NN_Conv2d_505"
"NN_Conv2d_506","NN_Conv2d_506"
"NN_Conv2d_507","NN_Conv2d_507"
"NN_Conv2d_508","NN_Conv2d_508"
"NN_Conv2d_509","NN_Conv2d_509"
"NN_Conv2d_510","NN_Conv2d_510"
"NN_Conv2d_511","NN_Conv2d_511"
"NN_Conv2d_512","NN_Conv2d_512"
"Functional_concat_26","Torch_cat_26
LAYER_features_dense_2_8
LAYER_features_dense_2_9_bn1"
"NN_BatchNorm2d_513","NN_BatchNorm2d_513"
"NN_BatchNorm2d_514","NN_BatchNorm2d_514"
"NN_BatchNorm2d_515","NN_BatchNorm2d_515"
"NN_BatchNorm2d_516","NN_BatchNorm2d_516"
"NN_BatchNorm2d_517","NN_BatchNorm2d_517"
"NN_BatchNorm2d_518","NN_BatchNorm2d_518"
"NN_BatchNorm2d_519","NN_BatchNorm2d_519"
"NN_BatchNorm2d_520","NN_BatchNorm2d_520"
"NN_BatchNorm2d_521","NN_BatchNorm2d_521"
"Functional_relu_56","Functional_relu_56"
"","LAYER_features_dense_2_9_conv1"
"NN_Conv2d_513","NN_Conv2d_513"
"NN_Conv2d_514","NN_Conv2d_514"
"NN_Conv2d_515","NN_Conv2d_515"
"NN_Conv2d_516","NN_Conv2d_516"
"NN_Conv2d_517","NN_Conv2d_517"
"NN_Conv2d_518","NN_Conv2d_518"
"NN_Conv2d_519","NN_Conv2d_519"
"NN_Conv2d_520","NN_Conv2d_520"
"NN_Conv2d_521","NN_Conv2d_521"
"","LAYER_features_dense_2_9_bn2"
"NN_BatchNorm2d_522","NN_BatchNorm2d_522"
"NN_BatchNorm2d_523","NN_BatchNorm2d_523"
"NN_BatchNorm2d_524","NN_BatchNorm2d_524"
"NN_BatchNorm2d_525","NN_BatchNorm2d_525"
"NN_BatchNorm2d_526","NN_BatchNorm2d_526"
"NN_BatchNorm2d_527","NN_BatchNorm2d_527"
"NN_BatchNorm2d_528","NN_BatchNorm2d_528"
"NN_BatchNorm2d_529","NN_BatchNorm2d_529"
"NN_BatchNorm2d_530","NN_BatchNorm2d_530"
"Functional_relu_57","Functional_relu_57"
"","LAYER_features_dense_2_9_conv2"
"NN_Conv2d_522","NN_Conv2d_522"
"NN_Conv2d_523","NN_Conv2d_523"
"NN_Conv2d_524","NN_Conv2d_524"
"NN_Conv2d_525","NN_Conv2d_525"
"NN_Conv2d_526","NN_Conv2d_526"
"NN_Conv2d_527","NN_Conv2d_527"
"NN_Conv2d_528","NN_Conv2d_528"
"NN_Conv2d_529","NN_Conv2d_529"
"NN_Conv2d_530","NN_Conv2d_530"
"Functional_concat_27","Torch_cat_27
LAYER_features_dense_2_9
LAYER_features_dense_2_10_bn1"
"NN_BatchNorm2d_531","NN_BatchNorm2d_531"
"NN_BatchNorm2d_532","NN_BatchNorm2d_532"
"NN_BatchNorm2d_533","NN_BatchNorm2d_533"
"NN_BatchNorm2d_534","NN_BatchNorm2d_534"
"NN_BatchNorm2d_535","NN_BatchNorm2d_535"
"NN_BatchNorm2d_536","NN_BatchNorm2d_536"
"NN_BatchNorm2d_537","NN_BatchNorm2d_537"
"NN_BatchNorm2d_538","NN_BatchNorm2d_538"
"NN_BatchNorm2d_539","NN_BatchNorm2d_539"
"Functional_relu_58","Functional_relu_58"
"","LAYER_features_dense_2_10_conv1"
"NN_Conv2d_531","NN_Conv2d_531"
"NN_Conv2d_532","NN_Conv2d_532"
"NN_Conv2d_533","NN_Conv2d_533"
"NN_Conv2d_534","NN_Conv2d_534"
"NN_Conv2d_535","NN_Conv2d_535"
"NN_Conv2d_536","NN_Conv2d_536"
"NN_Conv2d_537","NN_Conv2d_537"
"NN_Conv2d_538","NN_Conv2d_538"
"NN_Conv2d_539","NN_Conv2d_539"
"","LAYER_features_dense_2_10_bn2"
"NN_BatchNorm2d_540","NN_BatchNorm2d_540"
"NN_BatchNorm2d_541","NN_BatchNorm2d_541"
"NN_BatchNorm2d_542","NN_BatchNorm2d_542"
"NN_BatchNorm2d_543","NN_BatchNorm2d_543"
"NN_BatchNorm2d_544","NN_BatchNorm2d_544"
"NN_BatchNorm2d_545","NN_BatchNorm2d_545"
"NN_BatchNorm2d_546","NN_BatchNorm2d_546"
"NN_BatchNorm2d_547","NN_BatchNorm2d_547"
"NN_BatchNorm2d_548","NN_BatchNorm2d_548"
"Functional_relu_59","Functional_relu_59"
"","LAYER_features_dense_2_10_conv2"
"NN_Conv2d_540","NN_Conv2d_540"
"NN_Conv2d_541","NN_Conv2d_541"
"NN_Conv2d_542","NN_Conv2d_542"
"NN_Conv2d_543","NN_Conv2d_543"
"NN_Conv2d_544","NN_Conv2d_544"
"NN_Conv2d_545","NN_Conv2d_545"
"NN_Conv2d_546","NN_Conv2d_546"
"NN_Conv2d_547","NN_Conv2d_547"
"NN_Conv2d_548","NN_Conv2d_548"
"Functional_concat_28","Torch_cat_28
LAYER_features_dense_2_10
LAYER_features_dense_2_11_bn1"
"NN_BatchNorm2d_549","NN_BatchNorm2d_549"
"NN_BatchNorm2d_550","NN_BatchNorm2d_550"
"NN_BatchNorm2d_551","NN_BatchNorm2d_551"
"NN_BatchNorm2d_552","NN_BatchNorm2d_552"
"NN_BatchNorm2d_553","NN_BatchNorm2d_553"
"NN_BatchNorm2d_554","NN_BatchNorm2d_554"
"NN_BatchNorm2d_555","NN_BatchNorm2d_555"
"NN_BatchNorm2d_556","NN_BatchNorm2d_556"
"NN_BatchNorm2d_557","NN_BatchNorm2d_557"
"Functional_relu_60","Functional_relu_60"
"","LAYER_features_dense_2_11_conv1"
"NN_Conv2d_549","NN_Conv2d_549"
"NN_Conv2d_550","NN_Conv2d_550"
"NN_Conv2d_551","NN_Conv2d_551"
"NN_Conv2d_552","NN_Conv2d_552"
"NN_Conv2d_553","NN_Conv2d_553"
"NN_Conv2d_554","NN_Conv2d_554"
"NN_Conv2d_555","NN_Conv2d_555"
"NN_Conv2d_556","NN_Conv2d_556"
"NN_Conv2d_557","NN_Conv2d_557"
"","LAYER_features_dense_2_11_bn2"
"NN_BatchNorm2d_558","NN_BatchNorm2d_558"
"NN_BatchNorm2d_559","NN_BatchNorm2d_559"
"NN_BatchNorm2d_560","NN_BatchNorm2d_560"
"NN_BatchNorm2d_561","NN_BatchNorm2d_561"
"NN_BatchNorm2d_562","NN_BatchNorm2d_562"
"NN_BatchNorm2d_563","NN_BatchNorm2d_563"
"NN_BatchNorm2d_564","NN_BatchNorm2d_564"
"NN_BatchNorm2d_565","NN_BatchNorm2d_565"
"NN_BatchNorm2d_566","NN_BatchNorm2d_566"
"Functional_relu_61","Functional_relu_61"
"","LAYER_features_dense_2_11_conv2"
"NN_Conv2d_558","NN_Conv2d_558"
"NN_Conv2d_559","NN_Conv2d_559"
"NN_Conv2d_560","NN_Conv2d_560"
"NN_Conv2d_561","NN_Conv2d_561"
"NN_Conv2d_562","NN_Conv2d_562"
"NN_Conv2d_563","NN_Conv2d_563"
"NN_Conv2d_564","NN_Conv2d_564"
"NN_Conv2d_565","NN_Conv2d_565"
"NN_Conv2d_566","NN_Conv2d_566"
"Functional_concat_29","Torch_cat_29
LAYER_features_dense_2_11
LAYER_features_dense_2_12_bn1"
"NN_BatchNorm2d_567","NN_BatchNorm2d_567"
"NN_BatchNorm2d_568","NN_BatchNorm2d_568"
"NN_BatchNorm2d_569","NN_BatchNorm2d_569"
"NN_BatchNorm2d_570","NN_BatchNorm2d_570"
"NN_BatchNorm2d_571","NN_BatchNorm2d_571"
"NN_BatchNorm2d_572","NN_BatchNorm2d_572"
"NN_BatchNorm2d_573","NN_BatchNorm2d_573"
"NN_BatchNorm2d_574","NN_BatchNorm2d_574"
"NN_BatchNorm2d_575","NN_BatchNorm2d_575"
"Functional_relu_62","Functional_relu_62"
"","LAYER_features_dense_2_12_conv1"
"NN_Conv2d_567","NN_Conv2d_567"
"NN_Conv2d_568","NN_Conv2d_568"
"NN_Conv2d_569","NN_Conv2d_569"
"NN_Conv2d_570","NN_Conv2d_570"
"NN_Conv2d_571","NN_Conv2d_571"
"NN_Conv2d_572","NN_Conv2d_572"
"NN_Conv2d_573","NN_Conv2d_573"
"NN_Conv2d_574","NN_Conv2d_574"
"NN_Conv2d_575","NN_Conv2d_575"
"","LAYER_features_dense_2_12_bn2"
"NN_BatchNorm2d_576","NN_BatchNorm2d_576"
"NN_BatchNorm2d_577","NN_BatchNorm2d_577"
"NN_BatchNorm2d_578","NN_BatchNorm2d_578"
"NN_BatchNorm2d_579","NN_BatchNorm2d_579"
"NN_BatchNorm2d_580","NN_BatchNorm2d_580"
"NN_BatchNorm2d_581","NN_BatchNorm2d_581"
"NN_BatchNorm2d_582","NN_BatchNorm2d_582"
"NN_BatchNorm2d_583","NN_BatchNorm2d_583"
"NN_BatchNorm2d_584","NN_BatchNorm2d_584"
"Functional_relu_63","Functional_relu_63"
"","LAYER_features_dense_2_12_conv2"
"NN_Conv2d_576","NN_Conv2d_576"
"NN_Conv2d_577","NN_Conv2d_577"
"NN_Conv2d_578","NN_Conv2d_578"
"NN_Conv2d_579","NN_Conv2d_579"
"NN_Conv2d_580","NN_Conv2d_580"
"NN_Conv2d_581","NN_Conv2d_581"
"NN_Conv2d_582","NN_Conv2d_582"
"NN_Conv2d_583","NN_Conv2d_583"
"NN_Conv2d_584","NN_Conv2d_584"
"Functional_concat_30","Torch_cat_30
LAYER_features_dense_2_12
LAYER_features_dense_2_13_bn1"
"NN_BatchNorm2d_585","NN_BatchNorm2d_585"
"NN_BatchNorm2d_586","NN_BatchNorm2d_586"
"NN_BatchNorm2d_587","NN_BatchNorm2d_587"
"NN_BatchNorm2d_588","NN_BatchNorm2d_588"
"NN_BatchNorm2d_589","NN_BatchNorm2d_589"
"NN_BatchNorm2d_590","NN_BatchNorm2d_590"
"NN_BatchNorm2d_591","NN_BatchNorm2d_591"
"NN_BatchNorm2d_592","NN_BatchNorm2d_592"
"NN_BatchNorm2d_593","NN_BatchNorm2d_593"
"Functional_relu_64","Functional_relu_64"
"","LAYER_features_dense_2_13_conv1"
"NN_Conv2d_585","NN_Conv2d_585"
"NN_Conv2d_586","NN_Conv2d_586"
"NN_Conv2d_587","NN_Conv2d_587"
"NN_Conv2d_588","NN_Conv2d_588"
"NN_Conv2d_589","NN_Conv2d_589"
"NN_Conv2d_590","NN_Conv2d_590"
"NN_Conv2d_591","NN_Conv2d_591"
"NN_Conv2d_592","NN_Conv2d_592"
"NN_Conv2d_593","NN_Conv2d_593"
"","LAYER_features_dense_2_13_bn2"
"NN_BatchNorm2d_594","NN_BatchNorm2d_594"
"NN_BatchNorm2d_595","NN_BatchNorm2d_595"
"NN_BatchNorm2d_596","NN_BatchNorm2d_596"
"NN_BatchNorm2d_597","NN_BatchNorm2d_597"
"NN_BatchNorm2d_598","NN_BatchNorm2d_598"
"NN_BatchNorm2d_599","NN_BatchNorm2d_599"
"NN_BatchNorm2d_600","NN_BatchNorm2d_600"
"NN_BatchNorm2d_601","NN_BatchNorm2d_601"
"NN_BatchNorm2d_602","NN_BatchNorm2d_602"
"Functional_relu_65","Functional_relu_65"
"","LAYER_features_dense_2_13_conv2"
"NN_Conv2d_594","NN_Conv2d_594"
"NN_Conv2d_595","NN_Conv2d_595"
"NN_Conv2d_596","NN_Conv2d_596"
"NN_Conv2d_597","NN_Conv2d_597"
"NN_Conv2d_598","NN_Conv2d_598"
"NN_Conv2d_599","NN_Conv2d_599"
"NN_Conv2d_600","NN_Conv2d_600"
"NN_Conv2d_601","NN_Conv2d_601"
"NN_Conv2d_602","NN_Conv2d_602"
"Functional_concat_31","Torch_cat_31
LAYER_features_dense_2_13
LAYER_features_dense_2_14_bn1"
"NN_BatchNorm2d_603","NN_BatchNorm2d_603"
"NN_BatchNorm2d_604","NN_BatchNorm2d_604"
"NN_BatchNorm2d_605","NN_BatchNorm2d_605"
"NN_BatchNorm2d_606","NN_BatchNorm2d_606"
"NN_BatchNorm2d_607","NN_BatchNorm2d_607"
"NN_BatchNorm2d_608","NN_BatchNorm2d_608"
"NN_BatchNorm2d_609","NN_BatchNorm2d_609"
"NN_BatchNorm2d_610","NN_BatchNorm2d_610"
"NN_BatchNorm2d_611","NN_BatchNorm2d_611"
"Functional_relu_66","Functional_relu_66"
"","LAYER_features_dense_2_14_conv1"
"NN_Conv2d_603","NN_Conv2d_603"
"NN_Conv2d_604","NN_Conv2d_604"
"NN_Conv2d_605","NN_Conv2d_605"
"NN_Conv2d_606","NN_Conv2d_606"
"NN_Conv2d_607","NN_Conv2d_607"
"NN_Conv2d_608","NN_Conv2d_608"
"NN_Conv2d_609","NN_Conv2d_609"
"NN_Conv2d_610","NN_Conv2d_610"
"NN_Conv2d_611","NN_Conv2d_611"
"","LAYER_features_dense_2_14_bn2"
"NN_BatchNorm2d_612","NN_BatchNorm2d_612"
"NN_BatchNorm2d_613","NN_BatchNorm2d_613"
"NN_BatchNorm2d_614","NN_BatchNorm2d_614"
"NN_BatchNorm2d_615","NN_BatchNorm2d_615"
"NN_BatchNorm2d_616","NN_BatchNorm2d_616"
"NN_BatchNorm2d_617","NN_BatchNorm2d_617"
"NN_BatchNorm2d_618","NN_BatchNorm2d_618"
"NN_BatchNorm2d_619","NN_BatchNorm2d_619"
"NN_BatchNorm2d_620","NN_BatchNorm2d_620"
"Functional_relu_67","Functional_relu_67"
"","LAYER_features_dense_2_14_conv2"
"NN_Conv2d_612","NN_Conv2d_612"
"NN_Conv2d_613","NN_Conv2d_613"
"NN_Conv2d_614","NN_Conv2d_614"
"NN_Conv2d_615","NN_Conv2d_615"
"NN_Conv2d_616","NN_Conv2d_616"
"NN_Conv2d_617","NN_Conv2d_617"
"NN_Conv2d_618","NN_Conv2d_618"
"NN_Conv2d_619","NN_Conv2d_619"
"NN_Conv2d_620","NN_Conv2d_620"
"Functional_concat_32","Torch_cat_32
LAYER_features_dense_2_14
LAYER_features_dense_2_15_bn1"
"NN_BatchNorm2d_621","NN_BatchNorm2d_621"
"NN_BatchNorm2d_622","NN_BatchNorm2d_622"
"NN_BatchNorm2d_623","NN_BatchNorm2d_623"
"NN_BatchNorm2d_624","NN_BatchNorm2d_624"
"NN_BatchNorm2d_625","NN_BatchNorm2d_625"
"NN_BatchNorm2d_626","NN_BatchNorm2d_626"
"NN_BatchNorm2d_627","NN_BatchNorm2d_627"
"NN_BatchNorm2d_628","NN_BatchNorm2d_628"
"NN_BatchNorm2d_629","NN_BatchNorm2d_629"
"Functional_relu_68","Functional_relu_68"
"","LAYER_features_dense_2_15_conv1"
"NN_Conv2d_621","NN_Conv2d_621"
"NN_Conv2d_622","NN_Conv2d_622"
"NN_Conv2d_623","NN_Conv2d_623"
"NN_Conv2d_624","NN_Conv2d_624"
"NN_Conv2d_625","NN_Conv2d_625"
"NN_Conv2d_626","NN_Conv2d_626"
"NN_Conv2d_627","NN_Conv2d_627"
"NN_Conv2d_628","NN_Conv2d_628"
"NN_Conv2d_629","NN_Conv2d_629"
"","LAYER_features_dense_2_15_bn2"
"NN_BatchNorm2d_630","NN_BatchNorm2d_630"
"NN_BatchNorm2d_631","NN_BatchNorm2d_631"
"NN_BatchNorm2d_632","NN_BatchNorm2d_632"
"NN_BatchNorm2d_633","NN_BatchNorm2d_633"
"NN_BatchNorm2d_634","NN_BatchNorm2d_634"
"NN_BatchNorm2d_635","NN_BatchNorm2d_635"
"NN_BatchNorm2d_636","NN_BatchNorm2d_636"
"NN_BatchNorm2d_637","NN_BatchNorm2d_637"
"NN_BatchNorm2d_638","NN_BatchNorm2d_638"
"Functional_relu_69","Functional_relu_69"
"","LAYER_features_dense_2_15_conv2"
"NN_Conv2d_630","NN_Conv2d_630"
"NN_Conv2d_631","NN_Conv2d_631"
"NN_Conv2d_632","NN_Conv2d_632"
"NN_Conv2d_633","NN_Conv2d_633"
"NN_Conv2d_634","NN_Conv2d_634"
"NN_Conv2d_635","NN_Conv2d_635"
"NN_Conv2d_636","NN_Conv2d_636"
"NN_Conv2d_637","NN_Conv2d_637"
"NN_Conv2d_638","NN_Conv2d_638"
"Functional_concat_33","Torch_cat_33
LAYER_features_dense_2_15
LAYER_features_dense_2_16_bn1"
"NN_BatchNorm2d_639","NN_BatchNorm2d_639"
"NN_BatchNorm2d_640","NN_BatchNorm2d_640"
"NN_BatchNorm2d_641","NN_BatchNorm2d_641"
"NN_BatchNorm2d_642","NN_BatchNorm2d_642"
"NN_BatchNorm2d_643","NN_BatchNorm2d_643"
"NN_BatchNorm2d_644","NN_BatchNorm2d_644"
"NN_BatchNorm2d_645","NN_BatchNorm2d_645"
"NN_BatchNorm2d_646","NN_BatchNorm2d_646"
"NN_BatchNorm2d_647","NN_BatchNorm2d_647"
"Functional_relu_70","Functional_relu_70"
"","LAYER_features_dense_2_16_conv1"
"NN_Conv2d_639","NN_Conv2d_639"
"NN_Conv2d_640","NN_Conv2d_640"
"NN_Conv2d_641","NN_Conv2d_641"
"NN_Conv2d_642","NN_Conv2d_642"
"NN_Conv2d_643","NN_Conv2d_643"
"NN_Conv2d_644","NN_Conv2d_644"
"NN_Conv2d_645","NN_Conv2d_645"
"NN_Conv2d_646","NN_Conv2d_646"
"NN_Conv2d_647","NN_Conv2d_647"
"","LAYER_features_dense_2_16_bn2"
"NN_BatchNorm2d_648","NN_BatchNorm2d_648"
"NN_BatchNorm2d_649","NN_BatchNorm2d_649"
"NN_BatchNorm2d_650","NN_BatchNorm2d_650"
"NN_BatchNorm2d_651","NN_BatchNorm2d_651"
"NN_BatchNorm2d_652","NN_BatchNorm2d_652"
"NN_BatchNorm2d_653","NN_BatchNorm2d_653"
"NN_BatchNorm2d_654","NN_BatchNorm2d_654"
"NN_BatchNorm2d_655","NN_BatchNorm2d_655"
"NN_BatchNorm2d_656","NN_BatchNorm2d_656"
"Functional_relu_71","Functional_relu_71"
